icsd,formula,PTR_label,LoStOP_label,Final PTR,Final cosine,Final Euclid,material_id,formation_energy,band_gap,bulk_modulus
30368,Cu24 Sb8 S32,0,-1,-1,0,-1,mp-649627,-0.07252561,0,
17073,Cu5.376 Bi0.552 S4,0,-1,-1,-1,-1,,,,
163984,Cu1.992 Ag5.976 S4,0,-1,-1,-1,-1,,,,
254284,Cu3 Rh34 S30,-1,-1,-1,-1,-1,,,,
5121,K0.03 Tl5.58 Fe18 Cu0.93 Ni6 S26.2 Cl0.8,-1,38,-1,11,23,,,,
409204,Eu6 Fe12.76 Cu12.24 S27,0,38,-1,11,23,,,,
200919,K6 Na0.81 Fe20.16 Cu3.84 S26 Cl1,-1,38,-1,11,23,,,,
81609,Ba5.4384 Fe11.9075 Cu13.0925 Pb0.5616 S27,0,-1,-1,-1,-1,,,,
84663,Ba6 Fe13.24 Cu11.76 S27,0,38,-1,11,23,,,,
166615,K6 Mg1 Fe19.992 Cu4.008 S26 Cl1,-1,38,-1,11,23,,,,
402744,Sr6 Fe8.2 Cu4.8 S27,-1,38,-1,11,23,,,,
198780,Dy9.996 Cu2.004 S16,-1,-1,-1,-1,-1,,,,
627170,Dy10.668 Cu0.588 S16,-1,-1,-1,-1,-1,,,,
258754,Fe8.0002 Cu21.9998 Ge4 S32,0,39,6,0,1,,,,
75298,V2 Cu26 Sn2.16 As3.84 S32,0,39,6,0,1,,,,
75299,V2 Cu23.88 As6 S32,0,39,6,0,1,,,,
427561,Cu12.008 Te6 S2,-1,-1,-1,-1,-1,,,,
96773,V2 Cu25.84 Sn1.8 Sb0.6 As3.6 S32,0,39,6,0,1,,,,
96771,V2.22 Cu25.1 As5.58 S32,0,40,6,0,1,,,,
610352,V2 Cu26 Sn1.998 As4.002 S32,0,39,6,0,1,,,,
64787,Fe4 Cu26 Ge4 S32,0,39,6,0,1,,,,
610353,V2 Cu26 As6 S32,0,39,6,0,1,mp-1202812,-0.605279644,0,
96772,V1.8 Cu25.34 Sn0.12 Ge1.2 Sb0.48 As4.2 S32,0,40,6,0,1,,,,
427562,Cu12.0 Te6 S2,-1,-1,-1,-1,-1,,,,
5090,V1.1 Fe2.88 Cu24.02 Sn3 Sb1.5 As1.5 S32,0,39,6,0,1,,,,
26780,Cu24 Sb1.2 As6.8 S26,0,41,40,0,24,,,,
182265,Cu24 As8 S26,0,42,41,12,25,,,,
182266,Cu24 As8 S26,0,-1,41,12,25,,,,
241811,Cu24 Sb8 S26,0,43,42,13,26,,,,
62115,Fe3.36 Cu12 Ag8.64 Sb8 S26,0,41,40,0,24,,,,
252395,Cu24 Sb8 S26,0,41,40,0,24,mp-647164,-0.51902982,0,59
39691,Zn3.72 Fe0.12 Cu19.8 Ag0.12 Sb7.76 S26,0,41,40,0,24,,,,
171029,Cu25.08 Sb0.16 As7.84 S26,0,42,41,12,25,,,,
201636,Fe2.88 Cu15.3564 Ag4.2396 Sb5.4 As2.6 S26,0,41,40,0,24,,,,
5048,Zn2.04 Cu21.24 Ag0.72 Sb2.64 As5.36 Se20.88 S5.12,0,41,40,0,24,,,,
150824,Cu21.264 Hg2.736 Sb6.64 As1.36 S26,0,41,40,0,24,,,,
23644,Cu21.12 Ag2.88 Sb8 S26,0,41,40,0,24,,,,
161347,Fe1.824 Cu22.176 Sb8 S26,0,43,42,13,26,,,,
291332,Cu21 Ni3 Sb8 S26,0,43,42,13,26,,,,
39692,Zn2.52 Fe1.68 Cu14.04 Ag5.76 Sb8 S25.94,0,41,40,0,24,,,,
241823,Cu24 Sb8 S26,0,-1,-1,-1,-1,,,,
24254,Fe17.594 Cu17.6012 S32,0,37,39,10,22,,,,
161346,Fe1.38 Cu22.62 Sb8 S26,0,43,42,13,26,,,,
161351,Fe1.716 Cu22.284 As8 S26,0,43,42,13,26,,,,
43939,V2 Cu24 Sn1.98 As4.02 S32,0,0,0,0,0,,,,
25707,Cu24 Sb8 S26,0,41,40,0,24,mp-647164,-0.51902982,0,59
195385,Cu24 Sb8 S26,0,41,40,0,24,mp-647164,-0.51902982,0,59
15242,Fe15.92 Cu18.32 S32,0,40,6,0,1,,,,
627351,Fe3.96 Cu20.04 Sb8 S26,0,41,40,0,24,,,,
193894,Mn2.88 Cu21.12 Sb8 S26,0,41,40,0,24,,,,
239289,Cu24 Sb8 Se6.2 S19.6,0,41,40,0,24,,,,
32054,Cu6 Pd26 S14,0,-1,-1,-1,-1,,,,
241800,Cu24 Sb8 S26,0,43,42,13,26,,,,
161353,Fe1.2 Cu22.8 Sb8 S26,0,43,42,13,26,,,,
41753,Cu22.8 Sb8 S26,0,41,40,0,24,,,,
161355,Fe3.6 Cu20.4 Sb8 S26,0,43,42,13,26,,,,
195123,Cs1.48 Tl0.12 Zn0.6 Cu1.08 Ag0.96 Hg9.36 Sb1.12 As6.88 S24,-1,44,43,14,27,,,,
161345,Fe0.564 Cu23.436 Sb8 S26,0,43,42,13,26,,,,
201160,Cs1.19 Tl0.608 Zn1.056 Fe0.06 Cu1.728 Hg8.448 Sb0.136 As7.864 S24,-1,44,43,14,27,,,,
42012,Tl0.12 Zn1.56 Cu1.92 Hg8.4 As11.98 S24,-1,-1,-1,-1,-1,,,,
195122,Cs1.58 Tl0.42 Zn0.72 Cu2.04 Ag0.12 Hg9.12 Sb0.08 As7.92 S24,-1,44,43,14,27,,,,
241827,Cu24 Sb8 S26,0,-1,-1,-1,-1,,,,
239290,Cu24 Sb8 Se5.92 S20.08,0,41,40,0,24,,,,
53332,Cu24 Sb8 S24,0,45,44,0,28,mp-647606,-0.45605115,0,
403462,Cu24 As8 S26,0,42,41,12,25,,,,
403459,Cu24.012 As8 S26,0,42,41,12,25,,,,
403460,Cu23.9952 As8 S26,0,42,41,12,25,,,,
195386,Cu24 Sb8 S26,0,43,42,13,26,,,,
41754,Cu22.44 Sb8 S26,0,-1,-1,-1,-1,,,,
403461,Cu23.988 As8 S26,0,42,41,12,25,,,,
166599,Cu22.2 Te5.904 As2.096 S25.7,0,41,40,0,24,,,,
193891,Mn2.88 Cu21.12 Sb8 S26,0,-1,-1,-1,-1,,,,
627926,Cu20.04 Hg3.96 Sb8 S26,0,41,40,0,24,,,,
39694,Zn1.2 Fe1.92 Cu8.88 Ag12 Sb8 S24.18,0,41,40,0,24,,,,
252394,Cu24 Sb8 Se1.7724 S24.2276,0,41,40,0,24,,,,
98795,Cu23.244 Hg0.396 Sb4.64 As3.36 S26,0,41,40,0,24,,,,
42671,Cu24 Sb7.9992 S24,0,-1,44,0,28,,,,
43969,Zn1.68 Cu1.92 Hg8.4 As14.02 S24,-1,-1,-1,-1,-1,,,,
403458,Cu24.0024 As8 S26,0,42,41,12,25,,,,
130173,Fe17.0816 Cu17.0816 S32,0,40,6,0,1,,,,
602043,Cu24 Sn4.02 W3.98 S32,0,0,0,0,0,,,,
39693,Zn2.88 Fe1.44 Cu12.6 Ag7.08 Sb8 S25.42,0,41,40,0,24,,,,
161350,Fe0.756 Cu23.244 As8 S26,0,43,42,13,26,,,,
196494,Fe2.04 Cu21.96 Sb8 S26,0,43,42,13,26,,,,
252393,Cu24 Sb8 Se1.9992 S24.0008,0,41,40,0,24,,,,
195124,Cs2 Zn1.68 Cu1.8 Ag0.36 Hg8.16 Sb0.32 As7.68 S24,-1,44,43,14,27,,,,
619766,Cd3.96 Cu20.04 Sb8 S26,0,41,40,0,24,,,,
31113,Cu24 Sb8 S24,0,-1,44,0,28,mp-647606,-0.45605115,0,
38361,Tl0.96 Cu2.88 Hg9.12 As8 S24,-1,44,43,14,27,,,,
628374,Mn3.96 Cu20.04 Sb8 S26,0,41,40,0,24,,,,
20771,Cu20.796 Hg3.204 Sb8 S24,0,45,44,0,28,,,,
185393,Cu22.56 Hg1.44 Sb2.128 As5.872 S26,0,41,40,0,24,,,,
628833,Zn3.96 Cu20.04 Sb8 S26,0,41,40,0,24,,,,
161359,Fe2.4 Cu21.6 As8 S26,0,43,42,13,26,,,,
291325,Cu23.16 Sb8 S25.68,0,41,40,0,24,,,,
98798,Cu21.42 Hg2.46 Sb5.6 As2.4 S26,0,41,40,0,24,,,,
33588,Cu24 As8 S24,0,45,44,0,28,mp-504884,-0.447923265,0,
161352,Fe3 Cu21 As8 S26,0,43,42,13,26,,,,
161358,Fe0.2004 Cu23.7996 As8 S26,0,43,42,13,26,,,,
161349,Fe0.66 Cu23.34 As8 S26,0,43,42,13,26,,,,
161348,Fe4.38 Cu19.62 Sb8 S26,0,43,42,13,26,,,,
26724,Cu24 As8 S26,0,41,40,0,24,mp-504753,-0.502085857,0,
106944,In20 Cu4.0 S32,17,34,23,0,1,,,,
89045,Cr16 Fe4 Cu4 S32,0,34,23,0,1,mp-6685,-0.978969437,0,
108361,Cu1.92 Ge2.08 P2.22 S1.78,0,0,0,0,0,,,,
100952,Cu2.6668 Sn1.3332 S4,0,0,0,0,0,,,,
163545,Na2 In20 Cu2 S32,17,34,23,0,1,,,,
53108,Cr16 Fe4 Cu4 S32,0,34,23,0,1,mp-6685,-0.978969437,0,
43532,Cu2.668 Sn1.332 S4,0,0,0,0,0,,,,
658617,In1.67 Cu0.33 S3,17,0,0,0,0,,,,
28894,Fe2 Cu2 S4,0,0,0,0,0,,,,
24174,Fe1.0 Cu5.0 S4,0,37,39,10,22,,,,
42709,Cu7.8 S4,0,37,39,10,22,,,,
628786,Cu6.4 S4,0,37,39,10,22,,,,
100955,Cu2.6668 Ge1.3332 S4,0,0,0,0,0,,,,
64708,Fe2.6668 Cu1.3332 S4,0,0,0,0,0,,,,
53318,Cu2 Ni1 Sn1 S4,0,0,0,0,0,,,,
108362,Cu1.56 Ge2.44 P3.32 S0.68,0,0,0,0,0,,,,
72149,In19.71 Cu3.8 S32,17,34,23,0,1,,,,
656279,Zn0.8 In1.6 Cu1.6 S4,0,0,0,0,0,,,,
4669,Fe2.64 Cu1.32 S4,0,0,0,0,0,,,,
628061,In20 Cu4 S32,17,34,23,0,1,,,,
102963,Cu2.668 Ge1.332 S4,0,0,0,0,0,,,,
42105,Fe2.668 Cu1.332 S4,0,37,39,10,22,,,,
300242,Fe0.6 Cu3.4 Re10.976 Mo5.024 S32,-1,-1,-1,-1,-1,,,,
24172,Zn0.04 Fe1.24 Cu2.12 Sn0.2 Sb0.04 Te0.08 Mo0.36 As0.12 S2.84,0,0,0,0,0,,,,
103008,Zn2 In1 Cu1 S4,0,0,0,0,0,,,,
32525,Cu4 Sn15 S32,-1,-1,-1,0,1,,,,
261884,Fe2 Cu2 S4,0,0,0,0,0,,,,
42710,Cu7.2 S4,0,37,39,10,22,,,,
107789,Al0.64 Zn2.72 Cu0.64 S4,0,0,0,0,0,,,,
96125,Zn1.72 In1.14 Cu1.14 S4,0,0,0,0,0,,,,
16423,In20 Cu4 S32,17,34,23,0,1,,,,
157965,Na1.424 In20 Cu2.576 S32,17,34,23,0,1,,,,
72148,In19.7 Cu2.94 S32,17,34,23,0,1,,,,
57205,In2.224 Cu0.444 S4,17,0,0,0,0,,,,
71117,Fe0.6 Cu3.4 Re11.36 Mo4.64 S32,-1,-1,-1,-1,-1,,,,
402891,V1 Cu3 S4,0,46,45,0,29,mp-3762,-0.937025058,1.2083,39
628473,Nb1 Cu3 Se2 S2,0,46,45,0,29,,,,
170784,Nb1 Cu3 S4,0,46,45,0,29,mp-5621,-0.928452039,1.7916,40
628903,Ta1 Cu3 S4,0,46,45,0,29,mp-10748,-0.949870194,2.0731,38
38811,Fe0.5 Cu3 Ge0.5 S4,0,0,0,0,0,,,,
628842,V1 Cu3 Se2 S2,0,46,45,0,29,,,,
628841,Ta1 Cu3 Te1 Se2 S1,0,46,45,0,29,,,,
42516,Cu3 As1 S4,0,0,0,0,0,mp-20545,-0.522526437,0,74
16277,Ta1 Cu3 Se3 S1,0,46,45,0,29,,,,
628476,Nb0.4 V0.6 Cu3 S4,0,46,45,0,29,,,,
93938,Fe0.801 Cu1.86 Sn0.97 S4,0,0,0,0,0,,,,
199101,Ta1 Cu3 Se2 S2,0,46,45,0,29,,,,
199123,V1 Cu3 Se2.8 S1.2,0,46,45,0,29,,,,
628475,Ta0.5 Nb0.5 Cu3 S4,0,46,45,0,29,,,,
628907,Ta0.5 V0.5 Cu3 S4,0,46,45,0,29,,,,
628980,Zn3.88 Cu0.12 S8,-1,29,32,0,1,,,,
619765,Cd0.16 Cu3.84 S8,0,29,32,0,1,,,,
628552,Cu1 Ni3 S8,0,29,32,0,1,,,,
74631,Fe1.2 Cu2.8 S8,0,29,32,0,1,,,,
628790,Cu4 S8,0,29,32,0,1,mp-1068,-0.535898648,0,77
199329,Cu4 S8,0,29,32,0,1,,,,
74218,Fe2.4 Cu1.6 S8,0,29,32,0,1,,,,
74217,Fe1 Cu3 S8,0,29,32,0,1,,,,
628836,Cu4 Se4 S4,0,29,32,0,1,,,,
627924,Cu2.6 Hg1.4 S8,0,29,32,0,1,,,,
628979,Zn0.8 Cu3.2 S8,0,29,32,0,1,,,,
627339,Fe1 Cu3 S8,0,29,32,0,1,,,,
422796,Ba1 Cu5.9232 Te6.014 S0.986,-1,-1,-1,-1,-1,,,,
267278,Cs3.5952 Cu8 Ge6 S18,0,-1,-1,-1,-1,,,,
167009,Cu0.084 Ag27.916 Sb0.456 As3.544 S24,-1,-1,46,15,30,,,,
628639,Cu28 P4 S24,0,-1,46,15,30,mp-1196216,-0.455976697,0.8796,
94998,Cu24 Si4 Hg3.892 S23.892,0,-1,46,15,30,,,,
94964,Cu24 Hg3.68 Ge4 S23.68,0,-1,46,15,30,,,,
628847,Cu32.04 Si4 S24,0,-1,-1,-1,-1,,,,
32105,Cu6 S6,0,47,21,0,31,mp-504,-0.524184616,0,80
95397,Cu4.0002 S2,0,-1,-1,-1,-1,,,,
628470,Nb2 Cu1 S4,0,48,47,0,16,,,,
200986,Cu3.9996 S2,0,-1,-1,-1,-1,,,,
20560,Cu4 S2,0,-1,-1,-1,-1,mp-553942,-0.120235214,0,
253870,Ba2 Ta1.3332 Cu0.6668 S6,-1,-1,-1,-1,-1,,,,
53314,Nb2 Cu1.3 S4,0,-1,-1,-1,-1,,,,
796,Na3.3 S2 O7.998,-1,-1,-1,-1,-1,,,,
30402,Ta2 Cu1.3 S4,0,48,47,0,16,,,,
24586,Cu6 S6,0,-1,-1,-1,-1,mp-558139,-0.239383284,0,
628901,Ta2 Cu1.32 S4,0,48,47,0,16,,,,
32108,Cu6 S6,0,47,21,0,31,mp-504,-0.524184616,0,80
658785,Ta1 Re1 Cu0.58 Se1.2 S2.8,-1,49,-1,16,32,,,,
795,Na3.08 S2 O7.998,-1,-1,-1,-1,-1,,,,
43323,Cu4.02 S2,0,-1,-1,-1,-1,,,,
628899,Ta2 Cu2 S4,0,48,47,0,16,,,,
108404,Ti1 Cu0.5 S2,0,49,48,16,32,,,,
28286,Cu2 Ag2 C6 S6 N10,7,-1,-1,-1,-1,,,,
627341,Fe8.04 Cu3.96 S12,0,-1,-1,-1,-1,,,,
100956,Cu1.3334 Si0.6666 S2,0,0,0,0,0,,,,
628636,Cu1 P1 S2,0,0,0,0,0,,,,
606336,Al0.286 Cd1.428 Cu0.286 S2,-1,0,0,0,0,,,,
195280,Ta4.346 Cu1.04 S8,20,50,49,0,16,,,,
421077,Cu14 P24 S18 Br14,0,-1,-1,0,-1,,,,
619754,Cd0.5 In0.75 Cu0.75 S2,0,0,0,0,0,,,,
156238,Cu12 Ge2 W2 S16,0,-1,-1,0,0,mp-557225,-0.722408861,0.8312,
628845,Cu1.34 Si0.66 S2,0,0,0,0,0,,,,
195281,Ta4.36 Cu0.92 S8,20,-1,49,0,16,,,,
163489,In1 Cu1 S2,0,0,0,0,0,,,,
628027,Mn0.5 In0.5 Cu0.5 S2,0,0,0,0,0,,,,
32578,Cu2 C2 S2 N2,0,51,50,17,33,mp-559044,-0.106122298,2.1242,47
628076,Zn1.2 In0.4 Cu0.4 S2,0,0,0,0,0,,,,
619741,Cd1 Ga0.5 Cu0.5 S2,0,0,0,0,0,,,,
418074,Cu14 P24 S18 Cl14,0,-1,-1,0,-1,mp-554511,-0.614919424,1.5236,
412533,Cu18 P24 S24 I18,0,-1,51,0,19,mp-565597,-0.408234978,1.6302,
110363,Cu12 Mo2 C40 S8 N10 Cl18,8,-1,-1,-1,-1,mp-1205281,1.078289087,0.1064,
61514,Na2 Cu10 S6,0,-1,-1,-1,-1,mp-28317,-0.38187397,0,
428727,Al4 Cu4 Bi4 S6 Cl16,-1,-1,-1,-1,-1,mp-1195160,-1.369052214,1.2682,
628469,Nb6 Cu2 S8,-1,-1,-1,-1,-1,,,,
154626,Y6 Cu2 Ge2 S14,21,52,52,0,34,mp-556781,-1.817394771,1.8533,
628240,La8 Cu2 S14,-1,52,53,0,34,,,,
627770,Pr6 Cu2 Ge2 S14,22,52,52,0,34,mp-556962,-1.848443333,1.7628,
155941,Gd6 Cu2 Sn2 S14,23,52,52,0,34,mp-556782,-1.821154188,1.2849,
429432,Ce6 Ga2 Cu2 S14,26,53,52,0,34,,,,
628523,Nd6 Cu2 Si2 S14,28,52,52,0,34,mp-556975,-1.936606723,1.637,
156278,Tb6 Cu2 Si2 S14,24,52,52,0,34,mp-560501,-1.916790153,1.738,
627711,La6 Cu2 Ge2 S14,25,52,52,0,34,mp-582767,-1.945000872,1.8378,
155073,Ce6 Cu2 Ge2 S14,26,52,52,0,34,mp-558303,-1.811634196,0,
628890,Y6 Cu2 Sn2 S14,21,52,52,0,34,mp-17747,-1.800307953,1.6011,
156280,Er6 Cu2 Si2 S14,27,52,52,0,34,mp-558980,-1.887491828,1.8932,
628862,Tb6 Cu2 Si2 S14,24,52,52,0,34,mp-560501,-1.916790153,1.738,
155938,Nd6 Cu2 Sn2 S14,28,52,52,0,34,mp-560300,-1.82715265,1.8078,
627968,Ho6 Cu2 Si2 S14,29,52,52,0,34,mp-17486,-1.897717493,1.8321,
627173,Dy6 Cu2 Sn2 S14,30,52,52,0,34,mp-561499,-1.800695234,1.6032,
628722,Pr6 Cu2 Si2 S14,22,52,52,0,34,mp-555893,-1.937976632,1.6625,
155079,Dy6 Cu2 Ge2 S14,30,52,52,0,34,mp-558740,-1.818907343,1.8766,
152554,Y6 Cu2 Sn2 S14,21,52,52,0,34,mp-17747,-1.800307953,1.6011,
627247,Er6 Cu2 Sn2 S14,27,52,52,0,34,,,,
628864,Y6 Cu2 Si2 S14,21,52,52,0,34,mp-561173,-1.906190812,1.7465,
156274,Ce6 Cu2 Si2 S14,26,52,52,0,34,mp-558375,-1.900985176,0.0097,
627171,Dy6 Cu2 Si2 S14,30,52,52,0,34,mp-557998,-1.907756686,1.8074,
620904,Ce8 Cu2 S14,-1,52,53,0,34,,,,
429433,Pr6 Ga2 Cu2 S14,22,53,52,0,34,,,,
627245,Er6 Cu2 Si2 S14,27,52,52,0,34,mp-558980,-1.887491828,1.8932,
155939,Pr6 Cu2 Sn2 S14,22,52,52,0,34,mp-560014,-1.829207212,1.8349,
416478,Gd6 Cu2 Si2 S14,23,52,52,0,34,mp-1191406,-1.927863107,1.1683,
156279,Dy6 Cu2 Si2 S14,30,52,52,0,34,mp-557998,-1.907756686,1.8074,
627749,Nd6 Cu2 Ge2 S14,28,52,52,0,34,mp-554150,-1.846705234,1.7622,
628721,Pr8 Cu2 S14,-1,52,53,0,34,mp-1192725,-2.017656591,0,
156277,Sm6 Cu2 Si2 S14,31,52,52,0,34,mp-554097,-1.930776271,1.7245,
627638,Gd6 Cu2 Sn2 S14,23,52,52,0,34,mp-556782,-1.821154188,1.2849,
155078,Tb6 Cu2 Ge2 S14,24,52,52,0,34,mp-557517,-1.827735241,1.8522,
627221,Er6 Cu2 Ge2 S14,27,52,52,0,34,mp-555081,-1.799856884,1.7943,
155076,Sm6 Cu2 Ge2 S14,31,52,52,0,34,mp-555978,-1.840856005,1.8468,
155937,Ce6 Cu2 Sn2 S14,26,52,52,0,34,mp-510567,-1.792214083,0,
159888,Ho6 Cu2 Ge2 S14,29,52,52,0,34,mp-555509,-1.809291546,1.8178,
429431,La6 Ga2 Cu2 S14,25,53,52,0,34,,,,
155940,Sm6 Cu2 Sn2 S14,31,52,52,0,34,mp-558042,-1.820991516,1.7843,
155077,Gd6 Cu2 Ge2 S14,23,52,52,0,34,mp-573114,-1.838220615,1.1455,
155936,La6 Cu2 Sn2 S14,25,52,52,0,34,mp-510566,-1.931486243,1.8997,
155943,Dy6 Cu2 Sn2 S14,30,52,52,0,34,mp-561499,-1.800695234,1.6032,
23519,La6 Cu2 Si2 S14,25,52,52,0,34,mp-504650,-2.034828182,1.8388,
155942,Tb6 Cu2 Sn2 S14,24,52,52,0,34,mp-554781,-1.808838,1.6728,
620907,Ce6 Cu2 Sn2 S14,26,52,52,0,34,mp-510567,-1.792214083,0,
627792,Tb6 Cu2 Ge2 S14,24,52,52,0,34,mp-557517,-1.827735241,1.8522,
628875,Sm6 Cu2 Sn2 S14,31,52,52,0,34,mp-558042,-1.820991516,1.7843,
628248,La6 Cu2 Sn2 S14,25,52,52,0,34,mp-510566,-1.931486243,1.8997,
429434,Nd6 Ga2 Cu2 S14,28,53,52,0,34,,,,
155080,Er6 Cu2 Ge2 S14,27,52,52,0,34,mp-555081,-1.799856884,1.7943,
628724,Pr6 Cu2 Sn2 S14,22,52,52,0,34,mp-560014,-1.829207212,1.8349,
627789,Sm6 Cu2 Ge2 S14,31,52,52,0,34,mp-555978,-1.840856005,1.8468,
628525,Nd6 Cu2 Sn2 S14,28,52,52,0,34,mp-560300,-1.82715265,1.8078,
159886,Ho6 Cu2 Si2 S14,29,52,52,0,34,mp-17486,-1.897717493,1.8321,
155944,Ho6 Cu2 Sn2 S14,29,52,52,0,34,mp-554553,-1.791137411,1.595,
627608,Gd6 Cu2 Ge2 S14,23,52,52,0,34,mp-573114,-1.838220615,1.1455,
627147,Dy6 Cu2 Ge2 S14,30,52,52,0,34,mp-558740,-1.818907343,1.8766,
82155,U6 Cu4 S14,0,52,52,0,34,mp-619067,-1.514944915,0,
40223,Nb7.2 Cu1.374 S12,-1,50,49,0,16,,,,
258578,Cu12 Sn21 S48,0,-1,-1,-1,-1,,,,
420857,Zr22.287 Cu12 S48,0,-1,23,0,1,,,,
41263,Cu27 S15,0,-1,-1,-1,-1,mp-542333,-0.312101595,0,
42054,Ti3 Cu2.1 S6,0,-1,-1,0,16,,,,
154696,Cu12.0 Sn21 S48,0,-1,-1,-1,-1,,,,
85050,Ta7.116 Cu1.584 S12,-1,50,49,0,16,,,,
5106,K0.15 Na0.21 Ca0.84 Al9 Cu0.18 As1.44 H18 S4.56 O43.62,-1,-1,-1,1,-1,,,,
24344,Cu6 S6 N6 O18,0,-1,-1,-1,-1,,,,
100441,Al4.797 Fe1.206 Cu2.997 H18 Pb3 S6 O42,-1,-1,-1,18,-1,,,,
50964,Cu12 Sn21 S48,0,-1,23,0,1,,,,
170228,Ti24 Cu12 S48,0,-1,23,0,1,mp-559918,-1.506279737,0,
85051,Ta7.08 Cu1.716 S12,-1,50,49,0,16,,,,
166302,Al0.18 Zn0.18 Fe5.76 Cu2.88 H18 Pb3 S6 O42,-1,-1,-1,18,-1,,,,
403065,Cu18 Se46.8 S7.2 I18,0,-1,-1,-1,-1,,,,
85049,Ta7.188 Cu0.84 S12,-1,50,49,0,16,,,,
236251,Ta6 Cu1.44 S12,-1,50,49,0,16,,,,
22307,Fe3.21 Cu2.79 S6,0,-1,-1,0,0,,,,
88972,Cu7.956 Sn1.983 S12,0,-1,-1,-1,-1,,,,
403064,Cu18 Se42.48 S11.52 Br18,0,-1,-1,-1,-1,,,,
625766,Cr3 Cu3 S6,0,-1,54,0,35,,,,
199731,Tb0.67 Cu2 S2,0,54,55,0,10,,,,
91580,Ti1 Cu0.2106 S2,-1,49,48,16,32,,,,
171687,Cu3.772 Ag12.2262 Sb0.808 As1.192 S11.0002,0,-1,-1,-1,-1,,,,
53257,Li0.9 Fe1.02 Cu1.02 S2,0,-1,-1,-1,-1,,,,
628973,Yb0.67 Cu2 S2,0,54,55,0,10,,,,
83745,Er0.667 Cu2 S2,0,54,55,0,10,,,,
628834,Sc1 Cu1 S2,0,54,55,0,10,,,,
627629,Gd0.67 Cu2 S2,0,54,55,0,10,,,,
81306,Na1 Cu4 S4,0,-1,-1,-1,-1,mp-29069,-0.668210463,0,58
156292,Dy0.667 Cu2 S2,0,54,55,0,10,,,,
628970,Yb1 Cu2 S2,0,54,55,0,10,,,,
199736,Y0.89 Cu1.34 S2,0,54,55,0,10,,,,
94009,Ti1 Cu0.2106 S2,-1,49,48,16,32,,,,
628306,Lu1 Cu2 S2,0,54,55,0,10,,,,
95104,Nb2 Cu0.42 C1 S2,32,50,56,0,16,,,,
199734,Yb0.89 Cu1.34 S2,0,54,55,0,10,,,,
164136,Cu4.294 Ag11.706 Sb1.382 As0.618 S11,0,-1,57,19,36,,,,
171685,Cu2.968 Ag13.032 Sb0.82 As1.18 S11,0,-1,57,19,36,,,,
628962,Y1 Cu2 S2,0,54,55,0,10,,,,
156781,Cu3.04 Ag12.96 Sb1.846 As0.154 S11.0002,0,-1,-1,-1,-1,,,,
198777,Sc0.67 Cu2 S2,0,54,55,0,10,,,,
627964,Ho0.67 Cu2 S2,0,54,55,0,10,,,,
57039,Nb2 Cu0.7 C1 S2,32,50,56,0,16,,,,
95105,Nb2 Cu0.58 C1 S2,32,50,56,0,16,,,,
190664,Cu1.54 Ag14.46 Sb1.58 Te1.33 As0.42 S9.67,-1,-1,57,19,36,,,,
180396,Cu5.668 Ag10.332 Sb0.398 As1.602 S11,0,-1,57,19,36,,,,
23326,Cs1 Cu3 S2,0,-1,-1,-1,-1,mp-7786,-0.762379496,1.7537,15
423549,Yb0.8 Cu1.6 S2,0,54,55,0,10,,,,
628309,Lu0.67 Cu2 S2,0,54,55,0,10,,,,
423548,Lu0.67 Cu2 S2,0,54,55,0,10,,,,
