icsd,formula,PTR_label,LoStOP_label,Final PTR,Final cosine,Final Euclid,material_id,formation_energy,band_gap,bulk_modulus
100944,Er0.67 Cu2 S2,0,54,55,0,10,,,,
628965,Y0.67 Cu2 S2,0,54,55,0,10,,,,
156293,Ho0.667 Cu2 S2,0,54,55,0,10,,,,
100945,Dy0.67 Cu2 S2,0,54,55,0,10,,,,
627961,Ho1 Cu2 S2,0,54,55,0,10,,,,
91581,Ti1 Cu0.3752 S2,0,49,48,16,32,,,,
95108,Nb2 Cu0.52 C1 S2,32,50,56,0,16,,,,
199735,Lu0.89 Cu1.34 S2,0,54,55,0,10,,,,
100727,Fe0.61 Cu3.39 S4,0,-1,-1,0,1,,,,
95106,Nb2 Cu0.54 C1 S2,32,50,56,0,16,,,,
42638,Ta2 Cu0.6 C1 S2,-1,50,56,0,16,,,,
53256,Li1 Fe1 Cu1 S2,0,54,59,0,10,,,,
628937,Tm1 Cu2 S2,0,54,55,0,10,,,,
627162,Dy1 Cu2 S2,0,54,55,0,10,,,,
94479,Er0.851 Cu1.452 S2,0,54,55,0,10,,,,
241336,Ca1 Cu2 S2,0,54,55,0,10,,,,
628975,Yb0.5 Cu2.5 S2,0,54,55,0,10,,,,
22308,Mg0.68 Al0.32 O2,-1,-1,-1,-1,-1,,,,
33544,Er0.8889 Cu1.3334 S2,0,54,55,0,10,,,,
423550,Ho0.67 Cu2 S2,0,54,55,0,10,,,,
199733,Tm0.89 Cu1.34 S2,0,54,55,0,10,,,,
249124,Cu1.042 Ag14.58 Sb1.66 As0.34 Se2.66 S8.34,-1,-1,57,19,36,,,,
628910,Tb1 Cu2 S2,0,54,55,0,10,,,,
95103,Nb2 Cu0.45 C1 S2,32,50,56,0,16,,,,
628940,Tm0.67 Cu2 S2,0,54,55,0,10,,,,
171686,Cu2.9656 Ag13.0404 Sb0.8208 As1.1792 S11.0002,0,-1,-1,-1,-1,,,,
95107,Nb2 Cu0.53 C1 S2,32,50,56,0,16,,,,
94010,Ti1 Cu0.384 S2,0,49,48,16,32,,,,
16812,Er0.6667 Cu2 S2,0,54,55,0,10,,,,
199732,Ho0.89 Cu1.34 S2,0,54,55,0,10,,,,
81687,Na1 V0.456 Cu1.544 S2,0,54,59,0,10,,,,
100946,Er0.88 Cu1.34 S2,0,54,55,0,10,,,,
86086,Hf4 Cu8 S12,0,-1,-1,0,-1,,,,
423553,Er4 Cu12 S12,0,54,55,0,10,,,,
195278,Ta3.15 Cu0.39 S6,33,55,58,20,37,,,,
24372,Cu6 C6 S6 N6,0,51,50,17,33,mp-672285,-0.106011416,2.3004,
195282,Ta9.387 Cu2.253 S18,20,50,49,0,16,,,,
195279,Ta3.15 Cu0.45 S6,33,55,58,20,37,,,,
24796,Cr3 Cu3 S6,0,-1,-1,0,-1,mp-5862,-0.848600852,0.267,94
604972,Cr3 Cu1.5 Ag1.5 S6,0,-1,-1,0,-1,,,,
25627,Cr3 Cu3 S6,0,-1,-1,0,-1,mp-555345,-0.663649489,0,
100595,Cr2.73 Cu3.048 S6,0,-1,-1,-1,-1,,,,
85789,Cu9 Te3 S9 Cl3,0,-1,-1,0,-1,mp-557510,-0.537172443,0.8727,
41262,Fe1.503 Cu7.497 S6,0,-1,-1,0,-1,,,,
16552,Fe0.5004 Cu2.4996 S2,0,-1,-1,-1,-1,,,,
195277,Ta3.15 Cu0.33 S6,33,55,58,20,37,,,,
174548,Cr3 Cu3 S6,0,56,54,0,35,,,,
174547,Cr2.97 Cu3 S6,0,56,54,0,35,,,,
174546,Cr3 Cu3 S6,0,56,54,0,35,,,,
73424,Al2 Cu12 H24 S2 Cl2 O38,-1,-1,-1,1,3,,,,
72806,Al2 Cu12 H36 S2 Cl2 O38,-1,-1,-1,1,3,,,,
72808,Al1.7 Fe0.3 Cu12 S2 Cl1.27 O39.46,-1,-1,14,1,3,,,,
72807,Al1.88 Fe0.12 Cu12 S2 Cl2 O38,-1,-1,14,1,3,,,,
24132,Cu4 Si2 S6,0,0,0,0,0,mp-561468,-0.646078934,0.0354,
156484,Zr0.5 Mn0.5 Cu1 S2,0,54,-1,0,10,,,,
15298,Sc1 Cu1 S2,0,-1,8,0,1,mp-6980,-1.613607078,0.9184,84
39255,Na1 Zn0.22 Fe0.44 Cu1.34 S2,0,54,59,0,10,,,,
628310,Lu1 Cu1 S2,0,-1,8,0,1,mp-1001780,-1.699567149,1.5031,
152763,Cu6 Si3 Pb3 S12,0,57,-1,0,1,mp-555818,-0.797434453,1.3389,
434796,Eu3 Cu6 Ge3 S12,0,57,7,0,1,,,,
43131,Sr3 Cu6 Sn3 S12,0,57,7,0,1,mp-17322,-1.10774351,0.4112,
434798,Eu3 Cu6 Si3 S12,0,57,7,0,1,,,,
1215,Cu8.82 Mo18 S24,0,58,60,0,38,,,,
158990,Mg1.314 Cu2.862 Mo18 S24,-1,58,60,0,38,,,,
628441,Cu2.004 Mo6 S7.64,15,-1,60,0,38,,,,
158991,Mg2.2752 Cu3.0276 Mo18 S24,-1,58,60,0,38,,,,
1216,Cu10.98 Mo18 S24,0,58,60,0,38,,,,
62974,Cu5.202 Mo18 S23.562,15,-1,60,0,38,,,,
158988,Mg0.2079 Cu4.36878 Mo18 S24,-1,58,60,0,38,,,,
628434,Cu12.06 Mo18 S24,0,58,60,0,38,,,,
158993,Mg5.4 Cu1.20006 Mo18 S24,-1,58,60,0,38,,,,
158985,Cu2.9718 Mo18 S24,34,-1,60,0,38,,,,
158994,Mg0.198 Cu3.06 Mo18 S24,34,58,60,0,38,,,,
158989,Mg2.088 Cu1.602 Mo18 S24,-1,58,60,0,38,,,,
602374,Cu12.06 Mo18 S24,0,58,60,0,38,,,,
1213,Cu5.4 Mo18 S24,15,58,60,0,38,,,,
423551,Dy6.36 Cu16.92 S18,0,54,55,0,10,,,,
76439,Cu2.64 Mo6 Se6.44 S1.56,-1,58,60,0,38,,,,
628444,Cu3.06 Mo18 S24,34,-1,-1,0,38,,,,
75967,Cu5.4 Mo18 S23.16 O0.84,15,-1,-1,0,38,,,,
628435,Cu6.12 Mo18 S24,15,58,60,0,38,,,,
423552,Tb6 Cu18 S18,0,54,55,0,10,,,,
628440,Cu2.004 Mo6 S7.598,15,-1,60,0,38,,,,
76438,Cu2.58 Mo6 Se3.36 S4.64,0,58,60,0,38,,,,
158987,Mg0.252 Cu3.366 Mo18 S24,34,58,60,0,38,,,,
158986,Cu4.22406 Mo18 S24,-1,58,60,0,38,,,,
41435,Cu2.16 Mo6 Se3.52 S4.48,-1,58,60,0,38,,,,
1214,Cu8.28 Mo18 S24,0,58,60,0,38,,,,
604572,Cu5.76 Mo18 S24,15,58,60,0,38,,,,
158992,Mg3.312 Cu4.662 Mo18 S24,-1,58,60,0,38,,,,
158995,Mg0.774 Cu2.556 Mo18 S24,-1,58,60,0,38,,,,
79548,Zn1.001 Cu5.999 S2 O21,0,-1,-1,18,-1,,,,
81353,Zn6.398 Cu1.602 S2 O28,-1,-1,14,1,3,,,,
81354,Zn6.998 Cu1.002 Si1 H15 S1 O21,-1,-1,-1,1,3,,,,
5053,Cu18 Hg9 Sb12 S36,0,33,36,0,1,,,,
26827,Zn8.9991 Cu18.0009 As12 S36,0,33,36,0,1,,,,
169803,Cu18 Hg9 As12 S36,0,33,36,0,1,,,,
20424,Cu18 Hg9 As12 S36,0,33,36,0,1,mp-6287,-0.4992853,0.5413,
10005,Sr3 Cu6 Ge3 S12,0,57,7,0,1,mp-18685,-1.124755978,1.0574,
52685,Ba3 Cu6 Sn3 S12,0,57,7,0,1,mp-17954,-1.135777304,0.3935,
10006,Ba3 Cu6 Ge3 S12,0,57,7,0,1,mp-17947,-1.139470201,0.9812,
604805,Ba3 Cu3.6 Ag2.4 Sn3 S12,0,57,7,0,1,,,,
356,Sr3 Cu6 Sn3 S12,0,57,7,0,1,mp-16988,-1.107728092,0.4121,
714,Cu6.76 H10 S2 O21,-1,-1,-1,1,3,,,,
83766,Zn7 Cu1 Si0.7 H12 S1 O20.999,-1,-1,-1,1,-1,,,,
163982,Cu8 Ag24 S16,0,-1,-1,-1,-1,mp-5725,-0.26948487,0.3166,
237002,Cu4 Ir8 S16,0,34,23,0,1,,,,
237005,Zn1.2 Cu2.8 Ir8 S16,0,34,23,0,1,,,,
237004,Zn0.8 Cu3.2 Ir8 S16,0,34,23,0,1,,,,
237003,Zn0.4 Cu3.6 Ir8 S16,0,34,23,0,1,,,,
261351,Ba3.2 Sr0.8 Co2 Cu4 S4 O4,0,59,61,21,39,,,,
230995,Sr4 Cu6 S4 O4,0,59,61,21,39,,,,
172555,Sr4 Mn2 Cu10.408 S8 O4,0,-1,-1,-1,-1,,,,
82087,Cs2 Fe2 Cu2 S4,0,60,62,10,22,,,,
230692,K2 Co1 Cu3 S4,0,60,62,10,22,,,,
615837,Ba2 Cu4 S4,0,60,63,10,22,mp-4255,-1.175754025,0.506,66
261352,Ba4 Co2 Cu4 S4 O4,0,59,61,21,39,mp-1078706,-1.554394578,0,
261349,Ba1.6 Sr2.4 Co2 Cu4 S4 O4,0,59,61,21,39,,,,
77749,Rb2 Co2 Cu2 S4,0,60,62,10,22,,,,
173143,Sr8 Mn5.872 Cu4 S4 O14.848,-1,-1,-1,-1,-1,,,,
81430,K0.328 Ba1.672 Cu4 S4,0,60,63,10,22,,,,
81431,Rb2 Mn2 Cu2 S4,0,60,62,10,22,,,,
261347,Sr4 Co2 Cu3.9612 S4 O4,0,59,61,21,39,,,,
40495,Tl2 Cu4 S4,0,60,-1,10,22,mp-8676,-0.520058017,0,42
75578,K2 Fe2 Cu2 S4,0,60,62,10,22,,,,
261348,Ba0.8 Sr3.2 Co2 Cu4 S4 O4,0,59,61,21,39,,,,
84735,Sr4 Zn2 Cu4 S4 O4,0,59,61,21,39,mp-9453,-1.747234411,0.8326,69
171240,Cu16 W4 S16 Cl16,0,-1,-1,-1,-1,mp-672345,-0.51482579,0,
172553,Sr4 Mn2 Cu2.956 S4 O4,0,59,61,21,39,,,,
68529,Tl2 Cu11.04 S8,0,-1,64,10,22,,,,
108795,Tl2 Cu12 S8,0,-1,64,10,22,mp-557929,-0.415709163,0,54
88424,Sr4 Cu4 Ni2 S4 O4,0,59,61,21,39,mp-505611,-1.509105985,0,
91200,Sr8 Mn6 Cu4 S4 O15,-1,-1,-1,-1,-1,,,,
172557,Sr8 Mn4 Cu9.872 S10 O8,0,-1,-1,-1,-1,,,,
88425,Sr6 Sc4 Cu4 S4 O10,0,-1,-1,-1,-1,mp-15900,-2.751577315,1.6388,
84961,Sr6 Fe4 Cu4 S4 O10,0,-1,-1,-1,-1,mp-505310,-2.038630438,0.4814,
261345,Ba4 Co2 Cu3.888 S4 O4,0,59,61,21,39,,,,
77750,Cs2 Co2 Cu2 S4,0,60,62,10,22,,,,
261350,Ba2.4 Sr1.6 Co2 Cu4 S4 O4,0,59,61,21,39,,,,
77748,K2 Co2 Cu2 S4,0,60,62,10,22,,,,
81740,K0.72 Ba1.28 Cu4 S4,0,60,63,10,22,,,,
84734,Sr4 Mn2 Cu4 S4 O4,0,59,61,21,39,mp-551219,-1.783743925,0,
261346,Sr4 Co2 Cu3.7804 S4 O4,0,59,61,21,39,,,,
100476,K0.43 Tl3.57 Cu12.7 Sb2 S8,0,-1,-1,-1,-1,,,,
430200,Cu4 P4 S12,0,-1,-1,-1,-1,mp-1105187,-0.620073525,1.1644,
280644,Rb4 Ti2 Cu4 S8,0,-1,-1,0,1,mp-7129,-1.348125884,1.7443,
260104,Cu16 Ge10 C8 S32 N16,0,-1,-1,-1,-1,mp-608239,-0.070821475,0,
96346,Nd2 Cu2 S2 O2,0,61,65,22,40,mp-542314,-2.305216076,1.618,
92494,Pr2 Cu2 S2 O2,0,61,65,22,40,mp-6166,-2.288628905,1.644,
169992,Ca4 Fe2 Cu2 S2 O6,-1,62,66,23,41,mp-1105354,-2.204626817,0.6761,
96757,La2 Cu2 Se1.5 S0.5 O2,0,-1,-1,-1,-1,,,,
247045,Ce2 Cu1.974 S2 O2,0,61,65,22,40,,,,
159476,La2 Cu1.92 S2 O2,0,61,65,22,40,,,,
91199,Sr4 Mn2 Cu2 S2 O6,0,62,66,23,41,mp-20239,-2.239745324,0,
159473,Cu1.94 Bi2 S2 O2,0,61,-1,22,40,,,,
96343,La2 Cu2 S2 O2,0,61,65,22,40,mp-6088,-2.399291036,1.6685,
159469,Ba2.64 Sr1.36 Mn4 Cu1.956 S2 O8,-1,-1,-1,-1,-1,,,,
96756,La2 Cu2 Se1 S1 O2,0,61,65,22,40,,,,
159470,Ba4 Mn4 Cu1.798 S2 O8,-1,-1,-1,-1,-1,,,,
240314,Ce2 Cu1.618 S2 O2,0,61,65,22,40,,,,
251149,Cu6 Ag6 S6,0,-1,-1,-1,-1,,,,
240315,Ce2 Cu1.524 S2 O2,0,61,65,22,40,,,,
96344,Ce2 Cu2 S2 O2,0,61,65,22,40,mp-635469,-2.29522255,0,
247046,Ce2 Cu1.724 S2 O2,0,61,65,22,40,,,,
195375,Sr4 Fe2 Cu2 S2 O6,0,62,66,23,41,mp-505312,-1.838665622,0,
96755,La2 Cu2 Se0.5 S1.5 O2,0,-1,-1,-1,-1,,,,
172796,Sr2 Cu2 S2 F2,0,61,67,22,40,mp-12444,-2.351289056,1.5126,75
430782,Tl2 Cu1.94 S2,0,-1,-1,10,-1,,,,
84962,Sr4 Cr2 Cu2 S2 O6,0,62,66,23,41,mp-505311,-2.325323991,1.1361,
183712,Ba2 Cu2 S2 F2,0,61,67,22,40,mp-1080650,-2.309205314,1.6223,
157433,Sr2 Cu2 S2 F2,0,61,67,22,40,mp-12444,-2.351289056,1.5126,75
195376,Ca4 Fe2 Cu2 S2 O6,-1,62,66,23,41,mp-1105354,-2.204626817,0.6761,
172797,Eu2 Cu2 S2 F2,0,61,-1,22,40,mp-21354,-2.29587227,0,
80729,Ba4 Y1 Cu2.37 S0.5 O9.85,-1,-1,-1,-1,-1,,,,
85362,Cu4 S3 N1,0,63,64,10,22,mp-1080109,0.25455992,0,
80730,Ba4 Ca1 Cu2.38 S0.5 O9.52,-1,-1,-1,-1,-1,,,,
172554,Sr2 Mn1 Cu3.424 S3 O2,0,-1,-1,-1,-1,,,,
412977,Na5 Cu1 S1 O2,-1,-1,-1,-1,-1,mp-11147,-1.353068606,1.5434,51
628927,Tl1 Cu4 S3,0,63,64,10,22,mp-8159,-0.458588151,0,46
603968,Rb1 Cu4 S3,0,63,62,10,22,mp-1025519,-0.648575378,0,
23325,Cs1 Cu4 S3,0,63,62,10,22,mp-7785,-0.649600607,0,54
197896,K1 Cu4 S3,0,63,62,10,22,,,,
80731,Ba4 Y1 Cu2.15 S0.8 O10.1,-1,-1,-1,-1,-1,,,,
241335,Cu4 H4 S3 N1,0,-1,-1,-1,-1,,,,
23336,K1 Cu4 S3,0,63,62,10,22,mp-27677,-0.652422378,0,47
412974,Na5 Cu1 S1 O6,-1,-1,-1,-1,-1,,,,
198802,Cs1 Cu4 S3,0,63,62,10,22,,,,
25720,K1 Cu4 S3,0,63,62,10,22,mp-27677,-0.652422378,0,47
25721,Rb1 Cu4 S3,0,63,62,10,22,mp-1025519,-0.648575378,0,
603969,Cs1 Cu4 S3,0,63,62,10,22,mp-7785,-0.649600607,0,54
82021,Ba2 Cu1 Hg0.743 S0.184 O4.486,-1,-1,-1,-1,-1,,,,
659127,Ga4 Cu4 Se4 S4,0,0,0,0,0,,,,
189079,Al1.6 In2.4 Cu4 S8,0,0,0,0,0,,,,
656272,In4 Cu4 Se4 S4,0,0,0,0,0,,,,
627305,Fe2 Cu4 Ge2 S8,0,0,0,0,0,,,,
605025,In4 Cu2 Ag2 S8,0,0,0,0,0,,,,
8302,Li0.2 In4 Cu3.8 Se2 S6,0,0,0,0,0,,,,
627492,Zn2.64 Ga2.68 Cu2.68 S8,0,0,0,0,0,,,,
28739,In4 Cu4 S8,0,0,0,0,0,mp-22736,-0.810328883,0.3052,64
606972,Al2 In2 Cu4 S8,0,0,0,0,0,,,,
619755,Cd1.12 In3.44 Cu3.44 S8,0,0,0,0,0,,,,
66865,In4 Cu4 S8,0,0,0,0,0,mp-22736,-0.810328883,0.3052,64
100907,Ga2 Fe2 Cu4 S8,0,0,0,0,0,,,,
607081,Al4 Cu4 S8,0,0,0,0,0,mp-4979,-1.140679879,1.6756,66
628882,Cu5.32 Sn2.68 S8,0,0,0,0,0,,,,
628846,Cu5.32 Si2.68 S8,0,0,0,0,0,,,,
604662,Al4 Cu0.4 Ag3.6 S8,-1,0,0,0,0,,,,
602937,Ga4 Cu2 Ag2 S8,0,0,0,0,0,,,,
409590,Zn0.444 In3.48 Cu4.076 S8,0,0,0,0,0,,,,
627353,Fe4 Cu4 Se4 S4,0,0,0,0,0,,,,
606930,Al0.4 Ga3.6 Cu4 S8,0,0,0,0,0,,,,
606337,Al3.852 Cd0.296 Cu3.852 S8,0,0,0,0,0,,,,
66864,Ga4 Cu4 S8,0,0,0,0,0,mp-5238,-0.908981459,0.7026,75
8303,Li0.8 In4 Cu3.2 Se4 S4,0,0,0,0,0,,,,
189078,Al0.8 In3.2 Cu4 S8,0,0,0,0,0,,,,
80095,Fe4 Cu4 S8,0,0,0,0,0,mp-3497,-0.54132012,0,56
189081,Al2.4 In1.6 Cu4 S8,0,0,0,0,0,,,,
606931,Al2 Ga2 Cu4 S8,0,0,0,0,0,,,,
604661,Al4 Cu3.2 Ag0.8 S8,0,0,0,0,0,,,,
186716,Mn0.4 In3.6 Cu4.0 S8,0,0,0,0,0,,,,
261882,Fe4 Cu4 S8,0,0,0,0,0,mp-3497,-0.54132012,0,56
659128,Al4 Cu4 Se4 S4,0,0,0,0,0,,,,
156413,Cu4 B4 S8,0,0,0,0,0,mp-12954,-0.67287496,1.9146,114
627781,Cu5.32 Ge2.68 S8,0,0,0,0,0,,,,
186717,Mn0.2 In4.0 Cu3.8 S8,0,0,0,0,0,,,,
628028,Mn2.4 In2.8 Cu2.8 S8,0,0,0,0,0,,,,
659129,Al2 Ga2 Cu4 Se4 S4,0,0,0,0,0,,,,
192232,In3.6 Fe0.4 Cu3.96 S8,0,0,0,0,0,,,,
96124,Zn0.88 In3.56 Cu3.56 S8,0,0,0,0,0,,,,
157376,In3.596 Si0.404 Cu3.624 S8,0,0,0,0,0,,,,
155023,Mn0.712 In3.792 Cu3.496 S8,0,0,0,0,0,,,,
656281,Zn1.6 In3.2 Cu3.2 S8,0,0,0,0,0,,,,
192236,In3.2 Fe0.4 Cu3.996 S7.736,0,0,0,0,0,,,,
8304,Li0.8 In4 Cu3.2 Se6 S2,0,0,0,0,0,,,,
189082,Al2.8 In1.2 Cu4 S8,0,0,0,0,0,,,,
155021,Mn0.464 In3.84 Cu3.696 S8,0,0,0,0,0,,,,
619742,Cd0.72 Ga3.64 Cu3.64 S8,0,0,0,0,0,,,,
186718,Mn0.4 In4.0 Cu3.6 S8,0,0,0,0,0,,,,
605013,Ga4 Cu0.4 Ag3.6 S8,0,0,0,0,0,,,,
605012,Ga4 Cu2.4 Ag1.6 S8,0,0,0,0,0,,,,
192233,In3.6 Fe0.4 Cu4 S8,0,0,0,0,0,,,,
267440,Fe4 Cu3.928 S8,0,0,0,0,0,,,,
28742,Tl4 Cu4 S8,0,0,0,0,0,mp-14089,-0.554826957,0,57
186715,Mn0.2 In3.8 Cu4 S8,0,0,0,0,0,,,,
413349,Cu6 Sb0.6592 As1.3408 S8,0,0,0,0,0,,,,
171983,Zn2 Cu4 Sn2 S8,0,0,0,0,0,,,,
42673,Cu6 Sb2 S8,0,0,0,0,0,mp-5702,-0.555932331,0,68
243666,Zn2 Cu4 Sn2 S8,0,0,0,0,0,,,,
190970,Tl4 Cu3.388 Ag0.612 Hg8 Sb2.904 As5.096 S24,35,64,68,0,42,,,,
252893,Fe0.2 Cu5.8 Sn2 S6.8 Cl1.2,0,0,0,0,0,,,,
237549,Fe1.6 Cu4.414 Sn1.986 S7.52,0,0,0,0,0,,,,
429466,Fe1.2 Co0.8 Cu4 Sn2 S8,0,0,0,0,0,,,,
237555,Cu6 Sn2 S7.2,0,0,0,0,0,,,,
252985,Tl4 Zn5.324 Fe1.872 Cu0.996 Ag2.536 Hg1.272 Sb0.04 As7.96 S24,0,64,68,0,42,,,,
198597,Co2 Cu4 Ge2 S8,0,0,0,0,0,,,,
264959,Zn2 Cu4 Sn2 Se4.024 S3.976,0,0,0,0,0,,,,
199822,Zn2 Cu4 Ge2 S8,0,0,0,0,0,,,,
99294,Co2 Cu4 Sn2 S8,0,0,0,0,0,mp-11770,-0.645413045,0,72
415927,Co2 Cu4 Ge2 S8,0,0,0,0,0,mp-6498,-0.636683473,0,70
98909,Cu4 W2 S8,0,-1,-1,0,43,mp-557373,-0.834583447,1.6795,16
199831,Cd2 Cu4 Sn2 S8,0,0,0,0,0,,,,
627691,Cu4 Hg2 Ge2 S8,0,0,0,0,0,mp-10952,-0.61559737,0.0205,68
200421,Zn0.66 Cd0.74 Fe0.58 Cu4 Sn2 S8,0,0,0,0,0,,,,
264960,Zn2 Cu4 Sn2 Se1.816 S6.184,0,0,0,0,0,,,,
627310,Zn1 Fe1 Cu4 Ge2 S8,0,0,0,0,0,,,,
248793,Mn0.8 Fe1.2 Cu4 Sn2 S8,0,0,0,0,0,,,,
184475,Zn2 Cu4 Sn2 Se6.08 S1.92,0,0,0,0,0,,,,
193983,Fe2 Cu4 Ge2 S8,0,0,0,0,0,mp-22053,-0.514337338,0,
171979,Zn0.4 Fe1.6 Cu4 Sn2 S8,0,0,0,0,0,,,,
193981,Co2 Cu4 Si2 S8,0,0,0,0,0,mp-11769,-0.726802215,0,
237551,Fe0.8 Cu5.198 Sn2.002 S7.52,0,0,0,0,0,,,,
171982,Zn1.6 Fe0.4 Cu4 Sn2 S8,0,0,0,0,0,,,,
260077,Tl4 Zn1.192 Cu2.576 Ag1.424 Hg6.808 Sb1.216 As6.784 S24,35,64,68,0,42,,,,
627788,Zn2 Cu4 Ge2 Se4 S4,0,0,0,0,0,,,,
2857,Cu6 Sb2 S8,0,0,0,0,0,mp-5702,-0.555932331,0,68
413348,Cu6 Sb1.472 As0.52 S8,0,0,0,0,0,,,,
26838,Cu6 Sb0.63 As1.37 S8,0,0,0,0,0,,,,
429465,Fe1.6 Co0.4 Cu4 Sn2 S8,0,0,0,0,0,,,,
627929,Cu4 Sn2 Hg2 S8,0,0,0,0,0,mp-1025467,-0.622432598,0.1985,
237547,Fe2 Cu4.0 Sn2.0 S8,0,0,0,0,0,,,,
237552,Fe0.6 Cu5.4 Sn2 S6.96,0,0,0,0,0,,,,
200420,Zn0.38 Fe1.62 Cu4 Sn2 S8,0,0,0,0,0,,,,
56600,Mn2 Cu4 Sn2 S8,0,0,0,0,0,mp-19722,-0.738436178,0,66
184476,Zn2 Cu4 Sn2 Se4.16 S3.84,0,0,0,0,0,,,,
427891,Zn2 Cu4 Si0.352 Sn1.648 S8,0,0,0,0,0,,,,
628824,Cu6 Sb2 S8,0,0,0,0,0,mp-5702,-0.555932331,0,68
264958,Zn2 Cu4 Sn2 Se6.04 S1.96,0,0,0,0,0,,,,
5319,Tl4.0 Zn0.32 Cu0.52 Ag3.52 Hg7.64 Sb1.68 As6.32 S24,35,-1,-1,-1,-1,,,,
248700,Cu2 Sn1 S3,0,0,0,0,0,,,,
627312,Zn1.6 Fe0.4 Cu4 Ge2 S8,0,0,0,0,0,,,,
627933,Zn0.8 Cu4 Sn2 Hg1.2 S8,0,0,0,0,0,,,,
81209,Tl4 Zn4.64 Fe1.84 Cu4 Hg1.52 As8 S24,0,64,68,0,42,,,,
237554,Fe0.2 Cu5.802 Sn1.998 S6.88,0,0,0,0,0,,,,
171978,Fe2 Cu4 Sn2 S8,0,0,0,0,0,mp-22648,-0.528064148,0,68
237548,Fe1.8 Cu4.2 Sn2 S8,0,0,0,0,0,,,,
5059,Fe2 Cu6 S8,0,0,0,0,0,mp-1078387,-0.614484139,0,
427892,Zn2 Cu4 Si0.492 Sn1.508 S8,0,0,0,0,0,,,,
82558,Ti2 Cu8 S8,0,-1,-1,0,1,mp-29091,-0.901711327,1.4548,76
171980,Zn1 Fe1 Cu4 Sn2 S8,0,0,0,0,0,,,,
184477,Zn2 Cu4 Sn2 Se2.48 S5.52,0,0,0,0,0,,,,
194208,Zn2 Cu4 Ge2 Se4 S4,0,0,0,0,0,,,,
237553,Fe0.4 Cu5.6 Sn2 S7.12,0,0,0,0,0,,,,
237550,Fe1.2 Cu4.802 Sn1.998 S7.04,0,0,0,0,0,,,,
194209,Zn2 Cu4 Ge2 Se2 S6,0,0,0,0,0,,,,
171981,Zn1.4 Fe0.6 Cu4 Sn2 S8,0,0,0,0,0,,,,
50965,Cu1.9988 Sn1.0012 S3,0,0,0,0,0,,,,
619778,Zn1 Cd1 Cu4 Sn2 S8,0,0,0,0,0,,,,
427890,Zn2 Cu4 Si0.162 Sn1.838 S8,0,0,0,0,0,,,,
194207,Zn2 Cu4 Ge2 Se6 S2,0,0,0,0,0,,,,
61693,Zn2 Cu4 Ge2 S8,0,0,0,0,0,mp-6408,-0.780016903,0.3483,71
40047,Fe2 Cu6 Sn1 S8,0,4,6,0,1,mp-651268,-0.591467036,0,
27653,Fe2 Cu2 S4,0,0,0,0,0,mp-640073,-0.592923177,0,52
5029,Fe1 Cu6 Sn2 S8,0,4,6,0,1,mp-1105236,-0.519543366,0,
237913,Ba8 Ga10 Cu2 S24,-1,-1,-1,0,-1,,,,
237914,Ba8 Ga10 Cu2 Se5.752 S17.984,-1,-1,-1,0,-1,,,,
235367,Cs8 Cu40 S24,0,-1,-1,0,15,,,,
203093,Zn1.6 Fe7.12 Cu19.12 Ge2.916 As0.324 S32,0,39,6,0,1,,,,
181166,Fe1 Cu2 Sn1 S4,0,0,0,0,0,mp-628568,-0.662777713,0,
2649,Fe9 Cu9 S16,0,4,6,0,1,mp-504587,-0.582782809,0,
72529,Cu2 W1 S4,0,-1,-1,0,43,mp-8976,-0.837937313,1.6202,13
16550,Cu8 S4,0,-1,-1,-1,-1,mp-618991,-0.310866975,0.5023,93
90387,Cd2 Cu4 Sn6 S16,0,34,23,0,1,,,,
163983,Cu8 Ag24 S16,0,-1,-1,-1,-1,mp-644883,-0.276885471,0.4942,
236225,Tl2 Cu13.696 S8,0,-1,69,0,15,,,,
93134,Tl2 Cu14 S8,0,-1,69,0,15,,,,
34699,Na8 Cu6 S16 N10 O24,-1,-1,-1,-1,-1,mp-1203070,-0.669754975,0,
14372,Na8 Cu6 S16 N8 O24,-1,-1,-1,-1,-1,,,,
86719,Cu13.68 S8 N2,0,-1,-1,-1,-1,,,,
10305,Cs2.4 K1.6 Cu24 Ge8 S32 O4,0,65,70,24,44,,,,
236240,Tl4 Cu27.4 S16,0,-1,69,0,15,,,,
236226,Tl4 Cu27.4 S16,0,-1,69,0,15,,,,
236245,Tl4 Cu27.4 S16,0,-1,69,0,15,,,,
86720,Cu27.26 S16 N4,0,-1,-1,0,15,,,,
