icsd,formula,PTR_label,LoStOP_label,Final PTR,Final cosine,Final Euclid,material_id,formation_energy,band_gap,bulk_modulus
81777,Tl4 Cu28 S16,0,-1,69,0,15,mp-21964,-0.382198203,0.6868,
230724,Li4 Cu4 S4 O18,-1,-1,-1,1,-1,,,,
41244,Cu4 C4 S4,0,-1,-1,-1,-1,,,,
10241,Rb1 Cu6 Ge2 S8 O1,0,65,70,24,44,,,,
10259,Cs0.25 Rb0.75 Cu6 Ge2 S8 O1,0,-1,70,24,44,,,,
10202,K1 Cu6 Ge2 S8 O1,0,65,70,24,44,,,,
8300,Zn2 Cu4 Sn1 Ge1 S8,0,0,0,0,0,,,,
189283,Zn2 Cu4 Sn2 Se4.8 S3.2,0,0,0,0,0,,,,
16707,Cu14 S8 N2,0,-1,69,0,15,,,,
200419,Zn1.44 Fe0.56 Cu3.96 Sn1.98 S8,0,0,0,0,0,,,,
181149,In2 Cu2 Ge2 S8,0,-1,-1,0,1,,,,
236247,Zn2.326 Cu3.348 Sn2 S8,0,0,0,0,0,,,,
259066,Zn2.52 Cu3.94 Sn1.54 S7.36,0,0,0,0,0,,,,
8301,Zn2 Cu4 Ge2 S8,0,0,0,0,0,,,,
79445,K2 Cu14 S8,0,-1,-1,0,15,,,,
239679,Zn2.0 Cu4 Sn2 S8,0,0,0,0,0,,,,
189282,Zn2 Cu4 Sn2 Se6.4 S1.6,0,0,0,0,0,,,,
79444,Tl2 Cu14 S8,0,-1,69,0,15,,,,
259063,Zn2.22 Cu4.36 Sn1.42 S7.28,0,0,0,0,0,,,,
239675,Zn2 Cu4 Sn2 S8,0,0,0,0,0,,,,
627364,Zn0.66 Fe1.34 Cu4 Sn2 S8,0,0,0,0,0,,,,
68359,Cu2.136 Mo1.864 S8 N2,0,-1,-1,-1,-1,,,,
31036,Cu2 C16 S8 N8 Cl2,-1,-1,-1,-1,-1,,,,
199830,Zn1.6 Cd0.4 Cu4 Sn2 S8,0,0,0,0,0,,,,
239678,Zn2 Cu4 Sn2 S8,0,0,0,0,0,,,,
239681,Zn2 Cu4 Sn2 S8,0,0,0,0,0,,,,
8299,Zn2 Cu4 Sn2 S8,0,0,0,0,0,,,,
243553,Li0.706 Zn2 Cu3.294 Sn2 S8,0,0,0,0,0,,,,
239677,Zn2 Cu4 Sn2 S8,0,0,0,0,0,,,,
262389,Zn2.116 Cu3.768 Sn2 S8,0,0,0,0,0,,,,
87513,Cu3.848 Sn2 Hg1.952 S8,0,0,0,0,0,,,,
259064,Zn2.2 Cu4.38 Sn1.42 S7.28,0,0,0,0,0,,,,
184358,Zn2.38 Cu3.938 Sn1.682 S8,0,0,0,0,0,,,,
16072,Cu2 Mo2 S8 N2,0,-1,-1,-1,-1,mp-1078111,0.224035512,0,
259065,Zn2.54 Cu3.92 Sn1.54 S7.36,0,0,0,0,0,,,,
290297,Zn1.22 Cd0.06 Fe0.72 Cu0.26 Ag3.74 Sn2 S8,-1,0,0,0,0,,,,
424675,Mn0.8 Co1.2 Cu4 Sn2 S8,0,0,0,0,0,,,,
65272,Tl2 Cu14 S8,0,-1,69,0,15,,,,
424674,Mn0.4 Co1.6 Cu4 Sn2 S8,0,0,0,0,0,,,,
236246,Zn1.64 Cu4.24 Sn2.12 S8,0,0,0,0,0,,,,
189284,Zn2 Cu4 Sn2 Se3.2 S4.8,0,0,0,0,0,,,,
189285,Zn2 Cu4 Sn2 Se1.6 S6.4,0,0,0,0,0,,,,
418296,Na10 Cu2 S8 N4 O24,-1,-1,-1,1,-1,mp-1200812,-1.666737898,1.2748,
64684,K8 Cu9 S8 Cl2 O36,-1,-1,-1,1,-1,,,,
91317,La20 Cu24 S28 O16,0,-1,-1,25,-1,,,,
249658,La20 Cu25.308 S28 O16,0,-1,-1,25,-1,,,,
427746,Li8.772 Cu7.228 S8,0,-1,-1,-1,-1,,,,
427747,Li8.816 Cu7.184 S8,0,-1,-1,-1,-1,,,,
74020,Rb8 Cu8 Sn4 S16,0,20,-1,0,1,mp-18006,-0.956227567,0.8634,
171221,Tl8 Cu8 Sn4 S16,0,20,-1,0,1,mp-18240,-0.608442405,0.2965,
246131,Sr16 Mn8 Cu12 S16 O16,0,-1,61,-1,-1,mp-555856,-1.941158464,0,
26494,Cu42.664 Pb4 S30,0,-1,-1,-1,-1,,,,
156243,Cs2 Ce4 Cu2 S12,0,9,11,4,7,,,,
655809,Fe2.64 Cu40 Pb4 S30,0,-1,-1,-1,-1,,,,
84302,Rb16 V8 Cu8 S32,0,66,71,0,45,mp-15219,-1.36090012,1.2546,
414271,Rb16 Ta8 Cu8 S32,0,66,71,0,45,mp-11923,-1.430250567,2.3516,
40452,Cu16 S8 O32,0,-1,-1,1,3,mp-28491,-1.373502835,1.4398,
84304,Rb16 Nb8 Cu8 S32,0,66,71,0,45,mp-15221,-1.396763137,1.988,
402422,K16 Nb8 Cu8 S32,0,66,71,0,45,mp-9763,-1.379746012,1.9647,
81414,K16 V8 Cu8 S32,0,66,71,0,45,mp-15147,-1.350333274,1.2547,
154815,Sr0.7408 La7.2592 Cu4 S0.2296 O16,-1,-1,-1,-1,-1,,,,
85267,Sr0.6 La7.4 Cu3.3 S0.7 O16,-1,-1,-1,-1,-1,,,,
154816,Sr1.0384 La6.9616 Cu4 S0.3848 O16,-1,-1,-1,-1,-1,,,,
85268,Sr0.6 La7.4 Cu3.32 S0.68 O16,-1,-1,-1,-1,-1,,,,
421076,Cu8 P32 S24 Br8,-1,-1,35,0,19,mp-1197804,-0.441484999,1.7554,
418076,Cu8 P32 S24 I8,-1,-1,35,0,19,mp-554724,-0.40222316,1.7068,
152775,Tm4 Cu4 Pb4 S12,0,67,72,7,46,,,,
152770,Er4 Cu4 Pb4 S12,0,67,72,7,46,,,,
80624,K4 Zr4 Cu4 S12,0,68,73,0,1,mp-9317,-1.587747625,0.5846,
156296,Y21.12 Cu2.88 Pb10.88 S44,-1,-1,-1,0,1,,,,
152769,Ho4 Cu4 Pb4 S12,0,67,72,7,46,,,,
152772,Lu4 Cu4 Pb4 S12,0,67,72,7,46,,,,
250436,Sr4 Lu4 Cu4 S12,0,68,74,0,1,mp-13189,-2.014472275,1.3821,
423716,Er8 Tl4 Cu12 S20,0,69,-1,0,1,mp-1192137,-1.397586574,1.4556,
63328,Cu12 S12,0,47,21,0,31,mp-555599,-0.525467088,0,74
412074,Cs4 Er8 Cu12 S20,0,69,75,0,1,mp-18540,-1.532677206,1.6344,
82560,Zr4 Tl4 Cu4 S12,0,68,-1,0,1,mp-7049,-1.314079235,0.6078,
659165,Ba4 Sc4 Cu4 S12,0,68,74,0,1,mp-1103664,-1.95281629,0.86,
249533,K8 U4 Cu12 S20,0,-1,-1,0,10,mp-557249,-1.241356926,0,
78176,Ba4 Er4 Cu4 S12,0,68,74,0,1,mp-14969,-2.038938747,1.1929,
55672,Eu4 Tm4 Cu4 S12,0,68,74,0,1,mp-12728,-2.00334873,0.2358,
93678,Rb4 Nd8 Cu4 S16,0,70,76,0,1,mp-10834,-1.951845505,1.0581,
82562,Hf4 Tl4 Cu4 S12,0,68,-1,0,1,mp-9396,-1.325754279,0.7967,
413289,Cu4 Bi4 S4 Cl8,0,-1,-1,-1,-1,mp-554238,-0.940428357,0.6788,33
152774,Dy4 Cu4 Pb4 S12,0,67,72,7,46,,,,
152773,Tb4 Cu4 Pb4 S12,0,67,72,7,46,,,,
30233,Cu4 Ag4 S4,0,-1,4,2,4,mp-8911,-0.326678835,0.2866,46
249968,Cs4 Np4 Cu4 S12,0,68,77,0,1,mp-862802,-1.518807414,0,
152771,Yb4 Cu4 Pb4 S12,0,67,72,7,46,,,,
93682,Rb4 Er8 Cu12 S20,0,69,75,0,1,mp-17344,-1.542623739,1.5113,
97557,K4 Y8 Cu4 S16,0,70,-1,0,1,mp-11602,-1.99135915,1.0391,
156297,Ho20 Cu5.0 Pb11.52 S44,-1,-1,-1,0,1,,,,
97561,K4 Ho8 Cu4 S16,0,70,76,0,1,mp-11606,-1.989606425,1.0606,
412073,Cs4 Dy8 Cu12 S20,0,69,75,0,1,mp-1190785,-1.533503483,1.5886,
97558,K4 Nd8 Cu4 S16,0,70,76,0,1,mp-11603,-1.957492463,1.0327,
249700,Cs4 U4 Cu4 S12,0,68,77,0,1,mp-13348,-1.493893315,0,
97559,K4 Sm8 Cu4 S16,0,70,76,0,1,mp-11604,-1.973605585,1.0583,
59858,Rb4 Ho8 Cu12 S20,0,69,75,0,1,mp-17929,-1.540500356,1.5755,
93679,Rb4 Sm8 Cu4 S16,0,70,76,0,1,mp-10835,-1.964929435,1.0894,
97560,K4 Tb8 Cu4 S16,0,70,76,0,1,mp-11605,-1.991921349,1.0077,
73887,Na4 Zr4 Cu4 S12,0,68,73,0,1,mp-9107,-1.521653614,0.5626,
2337,Cu12.48 Bi11.52 Pb0.48 S20 I8,0,-1,-1,0,-1,,,,
659166,Ba4 Y4 Cu4 S12,0,68,74,0,1,mp-1103275,-2.038369668,1.2132,
249966,K4 Np4 Cu4 S12,0,68,77,0,1,mp-867312,-1.353571043,0,
156245,Cs4 Ce4 Cu4 S12,0,68,77,0,1,mp-510569,-1.740768728,0.8198,
408854,K4 Gd8 Cu4 S16,0,70,76,0,1,mp-15553,-1.997025098,0.9275,
249701,K4 U4 Cu4 S12,0,68,77,0,1,mp-13349,-1.54199592,0,
249967,Rb4 Np4 Cu4 S12,0,68,77,0,1,mp-867188,-1.356377277,0,
409293,K4 Hf4 Cu4 S12,0,68,73,0,1,mp-9855,-1.60453586,0.757,
59896,Rb4 Gd8 Cu4 S16,0,70,76,0,1,mp-12322,-1.985353532,1.0067,
659167,Ba4 Gd4 Cu4 S12,0,68,74,0,1,mp-1102297,-2.039111142,1.1217,
170864,K4 Th4 Cu4 S12,0,68,77,0,1,mp-12365,-1.80328898,2.0372,
249704,Rb4 U4 Cu4 S12,0,68,77,0,1,mp-13352,-1.483962668,0,
15139,Ba4 Cu16 S12,0,-1,-1,0,15,mp-27424,-0.884455991,0.1287,
73691,La4 Cu4 Pb4 S12,0,71,-1,0,1,,,,
59157,Eu8 Cu4 S12,0,71,74,0,1,mp-1192020,-1.873106332,0,
84625,Cu5.48 Bi9.56 Sb0.96 Pb9.48 S28,-1,3,3,0,1,,,,
197451,Cu3 Bi5 Pb3 S12,1,3,3,0,1,,,,
155081,La8 In4 Cu4.0 S20,-1,72,78,26,47,,,,
155083,Pr8 In4 Cu4.0 S20,-1,72,78,26,47,,,,
42032,Cu16 Bi16 S36,0,-1,3,0,1,mp-559551,-0.618529712,0.6526,
167006,Cu7.92 Ag4 Bi4 Pb4 S16,0,-1,-1,0,-1,,,,
156640,Cu1.64 Bi6.32 Pb1.68 S12,1,3,3,0,1,,,,
240925,Cu4 As4 S4,0,0,0,0,0,mp-5305,-0.392952616,0,67
66656,Ba4 Cu8 S8,0,-1,-1,0,-1,mp-5970,-1.191075904,0.9054,
659039,Ba4 Cu16 S12,0,-1,-1,0,15,mp-654109,-0.870665271,0.4473,
16909,Fe8 Cu4 S12,0,0,0,0,0,mp-605485,-0.541077276,0,
156641,Cu1.6 Bi6.38 Pb1.62 S12,1,3,3,0,1,,,,
85133,Cu4 Sb4 S8,0,73,79,0,1,mp-4468,-0.574476397,0.7369,
30972,Cu0.64 Bi4.16 Sb5.24 Pb6.6 S20,-1,3,3,0,1,,,,
95924,Cu4.892 Bi19.108 Pb4.892 S36,1,3,3,0,1,,,,
197450,Cu1.32 Bi6.68 Pb1.32 S12,1,3,3,0,1,,,,
14255,Fe8 Cu4 S12,0,0,0,0,0,mp-605485,-0.541077276,0,
760258,Cu0.352 Ag0.16 Bi18.404 Sb1.192 Pb11.84 S40,9,74,80,0,14,,,,
187752,Cu12 H16 S4 O32,36,14,81,1,3,mp-697994,-1.324202734,0,
67531,Fe8 Cu4 S12,0,0,0,0,0,mp-605485,-0.541077276,0,
181969,Yb4 Sm8 Cu4 S20,-1,72,-1,26,47,,,,
427660,Tl8 Cu8 S12,0,-1,3,0,1,,,,
171052,Cu4 Bi4 S8,0,73,79,0,1,mp-22982,-0.608189886,0.4999,
426474,Sr4 La4 Cu4 S12,0,71,74,0,1,,,,
16747,Cu4 S4 O16,0,19,14,1,3,mp-20525,-1.614747181,0,60
172850,Tm4 Cu4 S8,0,5,8,0,1,mp-12455,-1.703363859,1.6667,
430096,La8 Cu4 Bi4 S20,-1,-1,-1,0,-1,mp-1195675,-1.735407238,1.1082,
170688,Cu4 H16 C8 S8 N8 O8,-1,-1,-1,-1,-1,,,,
31126,Cu1 Sb7 Pb13 S24,-1,3,3,0,1,,,,
169943,Cu0.528 Ag0.056 Bi16.472 Pb15.144 S40,9,74,80,0,14,,,,
183815,Sm4 Eu4 Cu4 S12,0,71,74,0,1,mp-1190656,-1.988591679,0,
432660,Cu15.996 Sn4 S16,0,-1,-1,-1,-1,,,,
99612,La20 Ti8 Cu4 S20 O28,-1,-1,-1,-1,-1,mp-559474,-3.124362398,1.2107,
403112,Cu11.688 Sb4 S12,0,-1,82,0,48,,,,
604567,Cu16 Sn4 S16,0,-1,21,0,1,mp-504536,-0.532979137,0.0296,
172848,Ho4 Cu4 S8,0,5,8,0,1,mp-12453,-1.704350407,1.6149,
62537,Ta4 Cu4 S12,0,-1,-1,0,43,mp-3102,-1.16378151,0.4201,43
426785,Sr4 Nd4 Cu4 S12,0,71,74,0,1,mp-1190834,-1.990529405,1.2165,
627790,Cu16 Sn2.8 Ge1.2 S16,0,-1,21,0,1,,,,
203067,Cu12 H16 S4 O32,36,14,81,1,3,mp-697994,-1.324202734,0,
258577,Cu11.96 Sb4 S12,0,-1,82,0,48,,,,
14245,Cu4 Bi4 Pb4 S12,0,3,3,0,1,mp-624191,-0.684351555,0.6519,
36278,Cu4 Bi4 Pb4 S12,0,71,3,0,1,,,,
34450,Cu4 As4 S4,0,0,0,0,0,mp-5305,-0.392952616,0,67
15399,Cu4 S4 O16,0,19,14,1,3,mp-20525,-1.614747181,0,60
659174,Ba4 Ce4 Cu4 S12,0,71,74,0,1,,,,
160403,Cd8 Cu8 P8 S4 O68,-1,-1,-1,1,13,,,,
20454,Cu4 C8 S8 N16,7,-1,13,5,8,mp-1197218,0.994314801,0,
172849,Er4 Cu4 S8,0,5,8,0,1,mp-12454,-1.704199664,1.6389,
426475,Sr4 Pr4 Cu4 S12,0,71,74,0,1,,,,
259326,Cu4 Sb4 S7.52,0,73,79,0,1,,,,
152555,Y4 Cu4 Pb4 S12,0,-1,-1,0,1,mp-542802,-1.433893099,1.6243,
422076,Cu12.02 Bi4 S8 Br8,0,-1,-1,-1,-1,,,,
172852,Lu4 Cu4 S8,0,5,8,0,1,mp-12457,-1.695808041,1.7032,
96215,Rb8 Cu12 H8 S12 O56,-1,-1,-1,1,13,mp-697969,-1.526042357,0.3156,
403111,Cu11.824 Sb4 S12,0,-1,82,0,48,,,,
169945,Cu0.812 Ag1.324 Bi17.364 Sb1.788 Pb11.416 S40,9,74,80,0,14,,,,
430225,La8 Cu4 Bi4 S20,-1,72,78,26,47,,,,
186025,Cu12 Mo7.76 S0.24 O36,-1,-1,-1,1,49,,,,
38133,Cu4 S4 N16 O20,-1,-1,-1,1,-1,,,,
41971,Cu4 Bi20 Pb4 S36,1,3,3,0,1,mp-642316,-0.720278408,0.6023,
430097,Ce8 Cu4 Bi4 S20,-1,-1,-1,0,-1,mp-1195928,-1.618341356,0,
156642,Cu2 Bi6 Pb2 S12,1,3,3,0,1,,,,
410232,Cu12 Mo2.968 S5.032 O36,0,-1,-1,1,49,,,,
47131,Cu16 Bi15.68 S36,0,-1,-1,0,1,,,,
432025,K4 Cu12 S8 Cl4 O36,0,-1,-1,1,3,,,,
156638,Cu4 Bi20 Pb4 S36,1,3,3,0,1,mp-642316,-0.720278408,0.6023,
92458,Y4 Cu4 S8,0,5,8,0,1,mp-10533,-1.704146011,1.6123,
426440,Ba8 In2 Cu2 S12,-1,71,-1,0,1,,,,
156639,Cu1.544 Bi6.41 Pb1.59 S12,1,-1,-1,0,-1,,,,
27057,Cu12 S4 O32,0,13,14,1,3,mp-1202614,-1.126439261,0,
14154,Cu4 S16 N16 Cl8,-1,-1,-1,-1,-1,mp-653586,-0.226580256,0.1163,
259327,Cu3.64 Sb3.84 Te0.76 S7,0,-1,-1,0,-1,,,,
291570,Cu12 Bi24 S40 I4,0,-1,-1,0,1,,,,
60156,Cu8 Bi16 Pb8 S36,1,3,3,0,1,mp-652196,-0.701134557,0.5673,
16011,Cu28 S16,0,-1,-1,0,-1,mp-624299,-0.391254154,0,
169948,Cu1.852 Ag2.04 Bi16.924 Pb12.86 S40,9,74,80,0,14,,,,
194153,Nd4 Eu4 Cu4 S12,0,71,74,0,1,,,,
22364,K8 Cu4 S4 Cl8 O16,-1,-1,-1,1,-1,mp-560601,-1.962619044,0.5874,
616594,Cu2 Bi6 Pb2 S12,1,3,3,0,1,,,,
155082,Ce8 In4 Cu4.0 S20,-1,72,78,26,47,,,,
169947,Cu1.432 Ag1.232 Bi17.108 Pb13.464 S40,9,74,80,0,14,,,,
239751,Sr4.0 Ce4 Cu4 S12,0,71,74,0,1,,,,
172851,Yb4 Cu4 S8,0,5,8,0,1,mp-19888,-1.379029529,0,
15229,Cu4 Bi10 Pb10 S28,-1,3,3,0,1,,,,
55671,Eu4 Dy4 Cu4 S12,0,71,74,0,1,mp-542765,-2.005974412,0,
239752,Sr4 Ce4.0 Cu4 S12,0,71,74,0,1,,,,
659173,Ba4 Nd4 Cu4 S12,0,71,74,0,1,,,,
189273,Cu8 H24 C16 S4 N8 O4,-1,-1,-1,27,-1,,,,
36026,Cu12 S4 O32,0,13,14,1,3,mp-1202614,-1.126439261,0,
184998,La4 Eu4 Cu4 S12,0,71,74,0,1,,,,
181967,La8 Yb4 Cu4 S20,-1,72,-1,26,47,,,,
159383,Fe8 Cu4 S12,0,0,0,0,0,mp-603934,-0.283241371,0,
421075,Cu12 P16 S12 Br12,0,-1,51,0,19,mp-1202203,-0.414241518,1.5515,
29095,Fe8 Cu4 S12,0,0,0,0,0,mp-605485,-0.541077276,0,
88776,Y4 Cu4 S4 O28,0,-1,-1,1,3,,,,
96348,Cu12 H16 S4 O32,36,14,81,1,3,mp-697994,-1.324202734,0,
659175,Ba4 La4 Cu4 S12,0,71,74,0,1,mp-18079,-2.047084437,1.4018,
250435,Sr4 Gd4 Cu4 S12,0,71,74,0,1,mp-1192362,-2.020905134,1.1721,
230061,Cu4 Sb4 Se7.68 S0.32,-1,73,79,0,1,,,,
418077,Cu12 P16 S12 I12,0,-1,51,0,19,mp-559307,-0.346198957,1.5138,
47147,Cu4 As4 Se2.4 S1.6,0,0,0,0,0,,,,
418075,Cu12 P32 S24 Cl12,0,-1,35,0,19,mp-559558,-0.59210257,1.7894,
426786,Sr4 Nd4 Cu4 S12,0,71,74,0,1,mp-1190834,-1.990529405,1.2165,
30780,Cu0.48 Bi16 Pb14 S36,9,-1,-1,0,14,,,,
8599,Eu4 Er4 Cu4 S12,0,71,74,0,1,,,,
97027,Cu0.584 Bi0.24 Sb7.004 Pb12.756 S24,-1,3,3,0,1,,,,
62529,Ta8 Cu3.16 S24,-1,-1,-1,0,43,,,,
172847,Dy4 Cu4 S8,0,5,8,0,1,mp-555044,-1.703910582,1.6098,
189145,Pr4.0 Eu4 Cu4 S12,0,71,74,0,1,,,,
169944,Cu1.04 Bi16.068 Pb15.4 S40,9,74,80,0,14,,,,
187747,Ta4 Cu4 S12,0,-1,-1,0,43,mp-3102,-1.16378151,0.4201,43
155085,Sm8 In4 Cu4.0 S20,-1,72,78,26,47,,,,
73886,Na4 Ti4 Cu4 S12,0,-1,-1,0,-1,mp-505171,-1.383537884,0.156,
155084,Nd8 In4 Cu4.0 S20,-1,72,78,26,47,,,,
96438,La12 Cu4 S12 O8,-1,-1,-1,25,-1,mp-555681,-2.798772199,0.9984,
169946,Cu2.64 Ag0.28 Bi16.38 Pb14.4 S40,9,74,80,0,14,,,,
418753,Cu4 Sb4 S8,0,73,79,0,1,mp-4468,-0.574476397,0.7369,
181965,Yb4 Ce8 Cu4 S20,-1,72,-1,26,47,,,,
189144,Pr4 Eu4 Cu4 S12,0,71,74,0,1,mp-1191152,-1.975824972,0.1665,
197449,Bi7.2 Pb0.8 S12,-1,-1,-1,-1,-1,,,,
38120,Cu4 S4 N16 O20,-1,-1,-1,1,-1,,,,
183814,Nd4 Eu4 Cu4 S12,0,71,74,0,1,mp-1191419,-1.976933228,0,
88013,Sm8 Cu8 Te8 S8,0,-1,-1,0,-1,mp-561248,-1.361055712,0.1437,
124,Cu8 C8 S8 N8,0,51,50,17,33,mp-553972,-0.092295926,2.6417,
31340,Cu8 H32 C16 S16 N16 Cl8,-1,-1,-1,3,18,mp-721604,-0.466959125,0.9968,
424676,Cs8 Cu16 As8 S24,0,-1,-1,0,1,mp-1196438,-0.765914214,1.4209,
170866,K12 Th8 Cu12 S28,0,68,77,0,1,mp-638086,-1.630919312,1.431,
28437,Cu4 Hg4 C16 S16 N16,2,-1,13,5,8,mp-640925,-0.003005559,0.3338,
47146,Cu32 As32 Se25.6 S6.4,0,0,0,0,0,,,,
36027,Cu4 Hg4 C16 S16 N16,2,-1,13,5,8,mp-640925,-0.003005559,0.3338,
71034,Cu2 Bi13.332 S6 O40,-1,-1,-1,-1,-1,,,,
29342,Cu3 As1 S4,0,-1,-1,-1,-1,,,,
406989,Cu19.84 Sb4 S12 I8,0,-1,-1,-1,-1,,,,
68613,Nb24 Cu1.84 S10.16,-1,-1,-1,-1,-1,,,,
91298,Rb6 Cu4 Bi10 S20,-1,75,83,0,1,mp-555113,-0.917551283,0.5187,
628782,Cu2 S4,0,29,32,0,1,mp-849086,-0.539647572,0,
406988,Cu20 Sb4 S12 I8,0,-1,-1,-1,-1,,,,
93369,K6 Cu4 Bi10 S20,-1,75,83,0,1,mp-556522,-0.923099733,0.5756,
91299,Cs6 Cu4 Bi10 S20,-1,75,83,0,1,mp-669419,-0.914117708,0.4603,
408861,Ba4 Cu24 Ge8 S32,0,-1,-1,0,1,mp-556714,-0.807947818,0.7575,
419754,Cu4 As16 S12 Cl4,-1,-1,19,0,11,mp-558199,-0.506102872,1.6217,
422906,Ba4 Cu11.056 Te8 S2,-1,-1,-1,-1,-1,,,,
434341,K6 Cu8 S8,0,-1,-1,0,15,,,,
100574,Cu8 Hg8 S8 Cl8,0,-1,84,28,50,mp-23567,-0.669862208,0.6669,
100575,Cu8 Hg8 S8 Br8,0,76,84,28,50,mp-555267,-0.444439051,0.5301,
412309,Cu8 Hg8 S8 Br8,0,76,84,28,50,mp-554879,-0.446432205,0.7324,
10004,Na6 Cu8 S8,0,-1,-1,0,15,mp-27321,-0.859517371,0,40
412310,Cu8 Hg8 S8 Cl8,0,76,84,28,50,mp-23567,-0.669862208,0.6669,
412308,Cu8 Hg8 S8 Br8,0,76,84,28,50,mp-554879,-0.446432205,0.7324,
412307,Cu8 Hg8 S8 Br8,0,76,84,28,50,mp-554879,-0.446432205,0.7324,
422964,Cu12 Bi8 S12 Br8,0,-1,-1,-1,-1,,,,
255452,Cs2 Cu10 S6,0,-1,-1,0,15,,,,
412584,Cu4 Hg4 S4 Br4,0,76,84,28,50,mp-555267,-0.444439051,0.5301,
98872,Cu4 Hg4 S4 Cl4,0,-1,84,28,50,mp-672253,-0.659277898,0.5849,
15973,Fe8 Cu4 S14,0,-1,-1,0,-1,mp-540724,-0.569490785,0,
74273,Sr2.1 Ca0.16 Y0.74 Cu2.78 S0.22 O7.12,-1,-1,-1,-1,-1,,,,
430095,La8 Cu4 Sb4 S20,-1,-1,-1,0,-1,mp-1105298,-1.685205115,1.5528,
627779,Cu4 Ge2 S6,0,0,0,0,0,mp-1072589,-0.652663565,0,
188999,V8 Cu4 S16,0,34,23,0,1,mp-5178,-1.102941873,0,
417845,K4 Ta1.888 Nb2.112 Cu8 S16,0,77,85,0,1,,,,
84301,Na4 Nb4 Cu8 S16,0,77,85,0,1,mp-6181,-1.081347315,1.7915,
280516,Rb4 V4 Cu8 S16,0,77,85,0,1,mp-15998,-1.165209805,1.1946,
402924,K4 V4 Cu8 S16,0,77,85,0,1,mp-6376,-1.151892653,1.1553,
402636,Ta4 Tl4 Cu8 S16,0,77,-1,0,1,mp-9815,-0.978035643,1.8723,
402424,K4 V4 Cu8 S16,0,77,85,0,1,mp-6376,-1.151892653,1.1553,
419600,Eu4 Cu8 Sn4 S16,0,-1,7,0,1,mp-555984,-1.088157148,0,
628195,K4 Nb4 Cu8 S16,0,77,85,0,1,mp-1106233,-1.16595704,1.7834,
66580,Cu4 Ag4 S4,0,-1,4,2,4,mp-1077811,-0.31969583,0.7404,
70057,Cu8 Si4 S12,0,0,0,0,0,mp-9248,-0.769996236,1.3219,79
413428,Cu4.24 Hg7.76 S8 I4,0,-1,-1,0,-1,,,,
163137,Cu12 S2 O32,0,-1,-1,1,3,,,,
93370,Cs4 Cu4 Bi8 S16,-1,-1,-1,0,1,mp-558907,-0.866891997,0.7115,
91297,K4 Cu4 Bi8 S16,0,27,-1,0,1,mp-558063,-0.871939092,0.8553,
628781,Cu2 S4,0,29,32,0,1,mp-849086,-0.539647572,0,
66309,K4 Cu12 S8 Cl4 O36,0,-1,-1,1,3,mp-555595,-1.639735883,0,
9453,Cu4 C8 S8 N16,7,-1,13,5,8,,,,
74402,Cu4 Hg4 P4 S16,0,0,0,0,0,,,,
9452,Cu4 C8 S8 N16,7,-1,13,5,8,,,,
23826,Cu4 As4 S4,0,0,0,0,0,,,,
413309,Cu4 Hg4 S4 I4,0,-1,-1,0,-1,mp-542426,-0.370283863,0.4529,
300223,Cu4 Hg4 P4 S16,0,0,0,0,0,,,,
49008,K4 Cu4 S4,0,-1,-1,-1,-1,mp-28270,-0.982778041,1.8822,17
42490,Mn2 Cu4 Ge2 S8,0,0,0,0,0,mp-20474,-0.731820555,0.2651,70
18121,Cu4 As4 Pb4 S12,0,1,1,0,1,mp-628643,-0.637516049,0.7984,
83630,Sr4 Ga2 Cu2 S2 O6,0,62,66,23,41,mp-9425,-2.321988605,0.5521,
